Language_ID,latent_dim,latent_mean,latent_var,latent_lower,latent_upper
abad1241,latent_1,-1.0676252841949463,0.01800265908241272,-1.3306063008691478,-0.8046442675207447
abad1241,latent_2,1.372040033340454,0.011063586920499802,1.165880203320656,1.5781998633602523
abad1241,latent_3,0.6856781840324402,0.012620014138519764,0.4654940649081547,0.9058623031567257
abad1241,latent_4,-0.8047769665718079,0.014980699867010117,-1.0446724784287538,-0.564881454714862
abad1241,latent_5,-0.8772256374359131,0.015420710667967796,-1.1206187394377263,-0.6338325354340998
abad1241,latent_6,0.816031277179718,0.014644569717347622,0.5788423671814581,1.0532201871779778
abad1241,latent_7,-1.3641672134399414,0.018341010436415672,-1.6296080273562161,-1.0987263995236667
abad1241,latent_8,0.5327064990997314,0.011763781309127808,0.32012300426265483,0.7452899939368081
abad1241,latent_9,1.6162075996398926,0.014803607016801834,1.377734253716819,1.8546809455629663
abad1241,latent_10,-0.10052207857370377,0.02771894261240959,-0.42684261108710947,0.22579845393970194
abad1241,latent_11,0.27021515369415283,0.01673075556755066,0.01669420665367133,0.5237361007346344
abad1241,latent_12,0.012241661548614502,0.01027615088969469,-0.18644618724403592,0.21092951034126492
abad1241,latent_13,-0.5482912659645081,0.02396749146282673,-0.8517274457512882,-0.2448550861777279
abad1241,latent_14,-0.9907593727111816,0.009488346055150032,-1.1816793302993405,-0.7998394151230228
abar1238,latent_1,0.9239233732223511,0.021712329238653183,0.6351153331625043,1.2127314132821978
abar1238,latent_2,0.3933424651622772,0.012362154200673103,0.17541942467021318,0.6112655056543412
abar1238,latent_3,-0.2485457956790924,0.011592571623623371,-0.45957665396600633,-0.03751493739217848
abar1238,latent_4,1.0529102087020874,0.013876033015549183,0.8220289222526791,1.2837914951514957
abar1238,latent_5,-2.8992433547973633,0.030272873118519783,-3.2402657431710677,-2.558220966423659
abar1238,latent_6,1.0652775764465332,0.014095967635512352,0.8325737533825701,1.2979813995104963
abar1238,latent_7,-0.13053296506404877,0.011299396865069866,-0.3388782625796212,0.07781233245152369
abar1238,latent_8,0.8447651863098145,0.00994062889367342,0.6493478893324593,1.0401824832871696
abar1238,latent_9,1.7866477966308594,0.015377616509795189,1.5435950213246943,2.0297005719370245
abar1238,latent_10,0.7959320545196533,0.0256101805716753,0.4822697047163213,1.1095944043229853
abar1238,latent_11,0.09577246010303497,0.015124891884624958,-0.14527480634895207,0.336819726555022
abar1238,latent_12,0.659943163394928,0.012481804005801678,0.4409680546069935,0.8789182721828624
abar1238,latent_13,-0.327398419380188,0.021527260541915894,-0.61497297336197565,-0.03982386539840033
abar1238,latent_14,1.2151371240615845,0.01495287474244833,0.9754645064963117,1.4548097416268573
abau1245,latent_1,-0.0018471889197826385,0.01373254507780075,-0.23153163587011352,0.22783725803054825
abau1245,latent_2,1.8509740829467773,0.008796291425824165,1.6671485321072759,2.0347996337862786
abau1245,latent_3,-0.5074490308761597,0.007354715373367071,-0.675537919796061,-0.3393601419562583
abau1245,latent_4,0.29670852422714233,0.009672719053924084,0.1039425585652684,0.48947448988901626
abau1245,latent_5,-0.7253261804580688,0.014686310663819313,-0.9628528758969779,-0.48779948501915976
abau1245,latent_6,0.0827203169465065,0.012515698559582233,-0.1365519056136963,0.3019925395067093
abau1245,latent_7,-0.013339407742023468,0.01048593781888485,-0.21404510951710518,0.18736629403305824
abau1245,latent_8,-0.10837839543819427,0.009504012763500214,-0.2994559070199145,0.08269911614352593
abau1245,latent_9,0.5753981471061707,0.009021513164043427,0.3892341200467271,0.7615621741656142
abau1245,latent_10,0.8091368675231934,0.02251524105668068,0.515037309476357,1.1032364255700298
abau1245,latent_11,-1.349156379699707,0.01732233725488186,-1.6071205066599379,-1.0911922527394762
abau1245,latent_12,0.11552895605564117,0.007831208407878876,-0.057919509546414505,0.28897742165769685
abau1245,latent_13,-1.5402847528457642,0.019627563655376434,-1.8148776306457794,-1.2656918750457489
abau1245,latent_14,0.17033857107162476,0.007576861884444952,-2.6996510193172396e-4,0.34094710724518124
abee1242,latent_1,0.11469303071498871,0.007672290317714214,-0.05698652684656527,0.28637258827654266
abee1242,latent_2,-0.562203049659729,0.005136333871632814,-0.7026727624139901,-0.42173333690546794
abee1242,latent_3,0.7772911787033081,0.005440546199679375,0.6327214644451403,0.9218608929614759
abee1242,latent_4,-0.06588764488697052,0.005059331189841032,-0.2053004373376395,0.07352514756369846
abee1242,latent_5,-0.40043115615844727,0.007618146948516369,-0.5715038696969321,-0.22935844261996247
abee1242,latent_6,0.28981679677963257,0.005713782273232937,0.1416612502049206,0.43797234335434454
abee1242,latent_7,-1.0481926202774048,0.007597614545375109,-1.2190346409793182,-0.8773505995754913
abee1242,latent_8,-0.4360336363315582,0.005486565176397562,-0.5812134861098552,-0.2908537865532613
abee1242,latent_9,0.3316273093223572,0.004539231304079294,0.19957462673790144,0.4636799919068129
abee1242,latent_10,0.01740320771932602,0.011316796764731407,-0.19110244316666836,0.2259088586053204
abee1242,latent_11,-0.7421460151672363,0.007696312386542559,-0.914094128457676,-0.5701979018767966
