label,latent_1,latent_2,latent_3
hame1242,-1.1082678929826173e-4,0.00632057954719297,-0.0018557872288733988
ikkk1242,0.012390156242909194,-0.01777884831342053,-0.012423450114812143
hoaa1235,-0.016377059952572437,0.0033926400505232828,0.00933452454373125
amas1236,0.00274950366053308,9.297418646838356e-4,0.013434932767148673
motu1246,0.09033129907852114,0.08980652410718348,0.11421667891750859
lala1268,-0.17158148604873555,-0.014832363009819462,0.21014109944204903
meke1243,0.11354077012136513,0.25391193020343605,-0.13628333678325089
waim1251,-0.048999783272579214,-0.18857827488961557,0.009903463755342411
hula1239,0.42578439771684473,0.7990297704374936,1.000793218436442
keap1239,-0.6374410234246414,-0.3619755006824703,-0.6179485315959403
sina1266,0.2237166741980798,-0.2310436256771783,-0.22056119010248382
kili1267,0.082075880858602,-0.054437060562498446,-0.6096586787322552
sude1239,0.08423090475292422,-0.04230750048548226,0.030803623457160978
bwai1242,-0.3396065169386062,-0.015889847712241972,0.15799588048058041
idun1242,0.3071356407363676,0.04150629643458044,-0.4065607848383024
kolu1245,-0.005347862365455558,0.07590501918288502,0.29345115080382467
dobu1241,0.08324061053119157,0.009030402743891792,-0.1341552686609464
guma1254,0.10818901696893721,0.07342200039908772,0.12510230112590084
aree1239,-0.029312269499809075,0.14254359689460988,0.04802822295071014
ubir1237,-0.06129739298930484,0.11483898827360987,0.23373055270577853
gapa1238,0.013934002464605313,-0.057303721002366026,-0.20732843149882266
mais1250,-0.1995393962663113,0.13934214785974294,-0.047740733913342014
ghan1242,0.03483512826369132,-0.0456876483786187,-0.05685826182656572
hoav1238,-0.06938655016096855,0.22667179800388587,-0.0017352377259444054
kusa1251,-0.06938655016096855,0.22667179800388587,-0.0017352377259444054
rovi1238,-0.04385951882813491,-0.8221866814422749,-0.18580178690523355
ughe1237,0.12894857894768313,-0.22389419786431614,-0.04216223629504911
blab1237,-0.7033070579726864,-0.4100960447335515,0.1373640534821062
koko1269,0.033638729408462874,0.006701456257495532,-0.5198420055969947
chek1238,1.002002622922412,0.7998302967300285,0.6932595412541306
zaba1237,-0.18702178467254296,-0.42685195306955537,-0.3776255318903843
teop1238,-0.39595699821651703,-0.24135447858773454,-0.08201855840171592
hali1244,0.02542410326310082,0.14362051216619723,-0.16565944940140945
papa1265,0.1749151081264762,0.41209973993417437,-0.11459820260989916
surs1246,0.06738091838344343,-0.07482434370999792,-0.0011981269349528876
kuan1248,0.10503421620968312,-0.14454176391892948,0.10316234797998286
mini1251,0.27007844277645365,0.04536438849553647,0.03366208294879948
patp1243,-0.3969982575875434,-0.3134649068011869,0.19961596134813675
baro1253,0.33234227678335626,-0.4698321465488898,0.33449207853880314
mada1285,-0.3900012620731361,0.4861041831475099,-0.34944831680112604
kara1486,0.0510398499787987,0.06712947897079513,0.04526008617445947
nali1244,-0.16206545530099595,-0.14294712523707898,0.16171667821721214
tiga1245,0.0447266282744784,0.025511396893129215,-0.06034268707230662
tung1290,0.04133823991635541,-0.125196691482071,0.05733768159127511
nots1237,1.2376043742167429,1.2763280939355213,0.05811039901715999
mand1440,-1.3466435405174906,-1.2894830900527976,-0.11513222502993323
bola1250,-0.18267787206605338,0.05871648210086672,-0.189561040760159
naka1262,0.1957575410038045,-0.1553097143982267,0.23276036815830417
mudu1242,0.04072006310497906,0.0801904305098397,-0.06913715904314693
adze1240,-0.6145442821579208,-0.05247416308123391,0.14284665733689525
muso1238,-0.23451046725362182,-0.24652114453844604,-0.3492795686305881
labu1248,0.4573222733571583,0.2325001622991123,0.3058820206803362
buga1250,0.008842770741130388,0.1626191779265977,0.09815377930708466
mapo1242,0.009053297787451738,-0.02443238029485769,0.10210562476744023
hote1245,0.11377806760504933,0.08425657787732421,0.14673535792454984
mang1403,0.15589548788428595,0.13962812739417987,0.13559956087105876
amar1272,-0.03642834498747045,0.07901775295622865,0.09604198475843755
arop1243,0.043308713139072655,-0.02633660403440977,-0.14826487212937986
lote1237,-0.049657934414157355,-0.01730882501188649,-0.08099400842948043
male1289,0.11449941985217228,0.06830974973884442,0.03427046194312913
mbul1263,0.04708373425334497,-0.2257884397581243,-0.07604042487789307
sioo1240,-0.029488134087401637,0.011918033541403769,0.15810664711587152
awad1244,-0.021418083137129233,0.0971991116031479,0.06827495810378095
mari1428,-0.21280381589626407,0.1377205232002953,0.09166194892375831
matu1261,-6.600561713126066e-4,0.057186280458787694,-0.17796838021990968
geda1237,-0.08945375384379747,0.10618732767790268,0.028738712599125908
mato1252,0.0677333602372588,-0.06957514035561503,-0.020608913941295433
bari1286,0.012790655223176536,-0.16089688492108156,0.041286734095528424
kove1237,0.07853980770887656,0.1433702133464203,-0.10149327401342788
arop1242,-0.1544619732763554,0.039560019872361775,-0.04467393653162612
mana1295,0.11157961791396614,0.12426058211754618,-0.05812435194941012
kele1258,0.4049216119811162,0.2708748299654108,-0.12014906437708332
tita1241,-0.6410111274570318,-0.4432794156684963,0.4552542442157839
lele1270,0.2790841171761369,0.4012867117687423,-0.13239803738542402
loni1238,-0.08338113174351508,-0.15330964304589076,-0.05608103514532506
balu1257,0.7939294714893153,0.5699595514686323,-0.5779518598314264
louu1245,-1.0293122197791624,-0.7392886599158206,0.6865805206053783
