Language_ID,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14
abad1241,-1.0676252841949463,1.372040033340454,0.6856781840324402,-0.8047769665718079,-0.8772256374359131,0.816031277179718,-1.3641672134399414,0.5327064990997314,1.6162075996398926,-0.10052207857370377,0.27021515369415283,0.012241661548614502,-0.5482912659645081,-0.9907593727111816
abar1238,0.9239233732223511,0.3933424651622772,-0.2485457956790924,1.0529102087020874,-2.8992433547973633,1.0652775764465332,-0.13053296506404877,0.8447651863098145,1.7866477966308594,0.7959320545196533,0.09577246010303497,0.659943163394928,-0.327398419380188,1.2151371240615845
abau1245,-0.0018471889197826385,1.8509740829467773,-0.5074490308761597,0.29670852422714233,-0.7253261804580688,0.0827203169465065,-0.013339407742023468,-0.10837839543819427,0.5753981471061707,0.8091368675231934,-1.349156379699707,0.11552895605564117,-1.5402847528457642,0.17033857107162476
abee1242,0.11469303071498871,-0.562203049659729,0.7772911787033081,-0.06588764488697052,-0.40043115615844727,0.28981679677963257,-1.0481926202774048,-0.4360336363315582,0.3316273093223572,0.01740320771932602,-0.7421460151672363,1.2591919898986816,0.6437166929244995,-0.7664289474487305
aben1249,-1.3036259412765503,-0.20795179903507233,0.4361761510372162,-0.1952565461397171,-0.2792285680770874,-0.6992554664611816,-0.6490007042884827,0.9362562894821167,0.2747310400009155,1.9098981618881226,0.4586337208747864,0.9442048668861389,-0.24440303444862366,0.005331188440322876
abip1241,-0.6698237657546997,0.1210256814956665,0.8839364647865295,-0.5096576809883118,-0.4815813899040222,0.3345912992954254,-0.6261531710624695,0.2852827310562134,-0.692305862903595,-0.2065589725971222,-0.023196175694465637,0.27130067348480225,-0.022575803101062775,-0.07106906175613403
abkh1244,1.2953424453735352,1.414909839630127,-0.05299300700426102,-0.014218952506780624,-0.4039537310600281,0.4996573030948639,-0.3316591680049896,0.2839881479740143,-0.6148902773857117,0.4665931165218353,-1.5631791353225708,-0.18826986849308014,-0.4316405653953552,1.0971499681472778
abua1245,-0.20301002264022827,1.1735594272613525,0.872037410736084,-0.23521529138088226,-1.0909960269927979,-0.04746273532509804,-2.047269105911255,1.0864204168319702,0.9806010127067566,0.11077525466680527,0.9782238006591797,1.1439380645751953,-2.2961087226867676,0.8463045358657837
abui1241,0.3237311840057373,1.246340274810791,-0.19135114550590515,-0.3314513564109802,-0.1294327974319458,0.19448664784431458,-1.2489094734191895,0.1608532965183258,1.0034781694412231,0.8626556992530823,-0.45785659551620483,-0.6819287538528442,-0.7482610940933228,0.09018754959106445
abun1252,0.8390499353408813,-0.06074550002813339,-1.8281804323196411,0.5037806034088135,-0.86374831199646,1.0371851921081543,-0.7970319986343384,-0.28656014800071716,0.6892924308776855,2.026853561401367,0.4425642490386963,-0.07040540874004364,-1.9763368368148804,0.30015483498573303
acha1249,-1.8722493648529053,1.2798259258270264,-1.151687502861023,0.5060876607894897,0.0681578740477562,-0.9405366778373718,-1.1715140342712402,1.338027834892273,-0.3471711277961731,0.05958887189626694,0.20102833211421967,0.8187414407730103,-2.0723865032196045,1.6549359560012817
acha1250,-0.7647967338562012,0.2234710454940796,1.3044965267181396,-0.8125174641609192,0.12212907522916794,-0.08258409053087234,-0.5641228556632996,0.6426924467086792,-0.16490669548511505,0.09649830311536789,0.8753471374511719,-0.9729323387145996,-0.22443485260009766,-0.6693557500839233
ache1245,0.10652086138725281,1.0211682319641113,0.37173137068748474,-0.5713403224945068,-0.2741684317588806,0.09523340314626694,-0.6542997360229492,0.9296081066131592,0.5214208960533142,0.4540242552757263,-0.032135412096977234,1.2944810390472412,-0.4077432155609131,-0.13767999410629272
ache1246,-0.6846618056297302,0.46735629439353943,0.019977271556854248,0.06770448386669159,-0.37513068318367004,0.10577238351106644,0.35592225193977356,-0.3612491190433502,-0.5594908595085144,0.0926746055483818,-1.111459732055664,0.285783976316452,0.08633840829133987,-0.7010018825531006
achi1256,-0.057211633771657944,-0.2783224284648895,0.8207765221595764,-0.3009169399738312,0.3369317650794983,0.8136017322540283,0.46738824248313904,-0.9850430488586426,0.006934821605682373,-0.33181318640708923,0.37077850103378296,0.08783366531133652,-0.36102280020713806,-1.851704478263855
achi1257,-1.7066096067428589,0.21338438987731934,-1.4288238286972046,-0.7784587144851685,1.0210210084915161,1.2315700054168701,-2.0794150829315186,-0.6137014627456665,0.11462493240833282,-0.21498319506645203,-0.12888409197330475,0.4077809453010559,-1.1381621360778809,0.43064358830451965
achu1247,-0.6760993599891663,0.0283920019865036,1.5763438940048218,-0.305412232875824,-0.22493723034858704,-1.2732347249984741,-2.1297802925109863,-0.2603488266468048,-0.5259761810302734,-0.3475578725337982,0.017565816640853882,-0.7880686521530151,1.157507300376892,-1.1278283596038818
