Language_ID,latent_dim,latent_mean,latent_var,latent_lower,latent_upper
abar1238,latent_1,-2.50024151802063,0.002531168982386589,-2.5988505377030924,-2.4016324983381674
abar1238,latent_2,-0.7565015554428101,7.576891221106052e-4,-0.8104528161463386,-0.7025502947392815
abar1238,latent_3,-0.775881290435791,6.994482828304172e-4,-0.8277175762143972,-0.7240450046571848
abkh1244,latent_1,-0.7859277725219727,4.6054075937718153e-4,-0.8279897907952721,-0.7438657542486732
abkh1244,latent_2,0.3742183744907379,3.225183754693717e-4,0.33901913314659615,0.4094176158348797
abkh1244,latent_3,-0.7625541687011719,3.8959202356636524e-4,-0.8012408164976992,-0.7238675209046446
abua1245,latent_1,-0.8384885787963867,6.256178021430969e-4,-0.8875127906586179,-0.7894643669341556
abua1245,latent_2,-0.3271336257457733,3.469731018412858e-4,-0.3636429652088954,-0.29062428628265125
abua1245,latent_3,-0.9954575896263123,6.010737270116806e-4,-1.0435105274104695,-0.9474046518421552
abun1252,latent_1,-1.0102192163467407,9.047205094248056e-4,-1.069173217983664,-0.9512652147098176
abun1252,latent_2,-0.018769197165966034,4.763874167110771e-4,-0.06154874718741055,0.024010352855478485
abun1252,latent_3,1.3925111293792725,0.0010473340516909957,1.329080549270179,1.455941709488366
acha1249,latent_1,0.26581352949142456,0.0018710362492129207,0.18103279550677237,0.35059426347607675
acha1249,latent_2,0.4660833179950714,0.0018144340720027685,0.38259481620586794,0.5495718197842749
acha1249,latent_3,3.634376287460327,0.009825576096773148,3.4400931612414922,3.828659413679162
achi1256,latent_1,0.26671212911605835,2.2833429102320224e-4,0.23709508989207895,0.29632916834003775
achi1256,latent_2,-0.5795319080352783,2.1427673345897347e-4,-0.6082227689365478,-0.5508410471340088
achi1256,latent_3,-0.055153489112854004,1.8183245265390724e-4,-0.08158316088749491,-0.0287238173382131
achi1257,latent_1,0.7272855043411255,3.194051096215844e-4,0.6922565638900887,0.7623144447921623
achi1257,latent_2,-0.7510890960693359,3.18655715091154e-4,-0.7860769195954453,-0.7161012725432265
achi1257,latent_3,0.807979166507721,3.320058749523014e-4,0.7722659508975751,0.8436923821178668
achu1248,latent_1,0.29786640405654907,4.2753969319164753e-4,0.25733941939984123,0.3383933887132569
achu1248,latent_2,1.3685625791549683,6.316786166280508e-4,1.3193014730606232,1.4178236852493133
achu1248,latent_3,0.4081805348396301,4.03337151510641e-4,0.36881735405805105,0.4475437156212092
acol1236,latent_1,-0.43951529264450073,3.564725338947028e-4,-0.47652103390460643,-0.40250955138439504
acol1236,latent_2,-0.4441733658313751,2.935538359452039e-4,-0.4777548550206159,-0.41059187664213437
acol1236,latent_3,-0.1769823431968689,2.869248855859041e-4,-0.21018250344447628,-0.1437821829492615
adan1251,latent_1,0.6416926383972168,4.277542175259441e-4,0.6011554875100655,0.6822297892843681
adan1251,latent_2,0.15619626641273499,2.1543279581237584e-4,0.12742811338907317,0.1849644194363968
adan1251,latent_3,1.0022578239440918,3.593905712477863e-4,0.9651009293146223,1.0394147185735612
adon1237,latent_1,-0.37528833746910095,6.296406500041485e-4,-0.42446991451839794,-0.32610676041980396
adon1237,latent_2,-0.4124293327331543,4.5949243940413e-4,-0.4544434512555618,-0.3704152142107468
adon1237,latent_3,1.1818180084228516,8.034079801291227e-4,1.1262628817785532,1.23737313506715
adze1240,latent_1,-1.6574387550354004,0.0010316976113244891,-1.720394053014714,-1.5944834570560869
adze1240,latent_2,-0.6868999004364014,6.011044606566429e-4,-0.7349540667080011,-0.6388457341648016
